time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/n_updates,train/learning_rate,rollout/ep_len_mean,train/policy_loss,train/entropy_loss,train/explained_variance,train/value_loss
500,100,1.0,183,2,99,0.0007,180.0,-0.005350214894860983,-1.3857742547988892,-0.01239633560180664,1.715193320706021e-05
1000,200,2.3333333333333335,218,4,199,0.0007,223.66666666666666,-0.006237034220248461,-1.3839775323867798,-0.8417384624481201,2.7515232432051562e-05
1500,300,2.5,234,6,299,0.0007,238.83333333333334,-0.005454353988170624,-1.385987639427185,-9.951279640197754,2.191531348216813e-05
2000,400,2.125,243,8,399,0.0007,220.625,-0.007076382637023926,-1.384247064590454,-0.9034672975540161,5.108455661684275e-05
2500,500,2.2,248,10,499,0.0007,224.3,-0.012029169127345085,-1.3855164051055908,-2.149214267730713,8.864954725140706e-05
3000,600,2.1538461538461537,254,11,599,0.0007,223.3846153846154,-0.0014258899027481675,-1.3862730264663696,-0.13444900512695312,2.589360292404308e-06
3500,700,1.7058823529411764,257,13,699,0.0007,204.7058823529412,0.0001570449530845508,-1.3862733840942383,-0.47616612911224365,7.057037265667532e-08
4000,800,1.6,260,15,799,0.0007,199.1,0.002069876529276371,-1.3859063386917114,-2.978241205215454,6.2005033214518335e-06
4500,900,1.6363636363636365,263,17,899,0.0007,200.8181818181818,-0.007966148667037487,-1.3858410120010376,-4.813790321350098,3.931690662284382e-05
5000,1000,1.6,267,18,999,0.0007,199.0,-0.00376358674839139,-1.3832911252975464,-0.9013105630874634,1.2293889994907659e-05
5500,1100,1.7037037037037037,268,20,1099,0.0007,203.2962962962963,0.009289780631661415,-1.3840454816818237,0.319379985332489,5.1628623623400927e-05
6000,1200,1.6551724137931034,269,22,1199,0.0007,202.27586206896552,-0.003921729512512684,-1.3838872909545898,-5.522543430328369,5.328949919203296e-05
6500,1300,1.6774193548387097,269,24,1299,0.0007,202.90322580645162,-0.06043803319334984,-1.385886311531067,-55.283573150634766,0.0019504812080413103
7000,1400,1.6470588235294117,269,25,1399,0.0007,202.5,-0.003666404401883483,-1.3852118253707886,0.3617411255836487,9.065687663678546e-06
7500,1500,1.5945945945945945,268,27,1499,0.0007,200.2972972972973,0.03278951719403267,-1.3858171701431274,-252.9918670654297,0.0013536416226997972
8000,1600,1.641025641025641,268,29,1599,0.0007,203.07692307692307,-0.0009989291429519653,-1.3847838640213013,-278.8631591796875,9.469890756008681e-07
8500,1700,1.6097560975609757,270,31,1699,0.0007,201.73170731707316,-0.015022012405097485,-1.3858215808868408,-2.0780062675476074,0.0001417323073837906
9000,1800,1.6744186046511629,271,33,1799,0.0007,205.27906976744185,0.006735986564308405,-1.3857169151306152,-0.6535815000534058,3.54661387973465e-05
9500,1900,1.7173913043478262,273,34,1899,0.0007,206.1086956521739,-0.021813416853547096,-1.3860565423965454,-0.09689962863922119,0.0002517642278689891
10000,2000,1.75,273,36,1999,0.0007,207.1875,0.02775902859866619,-1.3847119808197021,-1.64015793800354,0.0004321658634580672
10500,2100,1.7058823529411764,272,38,2099,0.0007,205.68627450980392,-0.021281994879245758,-1.385117769241333,-48.68577194213867,0.0006277636857703328
11000,2200,1.679245283018868,273,40,2199,0.0007,203.9811320754717,-0.010158098302781582,-1.385769248008728,-9.637052536010742,0.0001555507624289021
11500,2300,1.6964285714285714,273,42,2299,0.0007,204.25,-0.023427102714776993,-1.3858036994934082,-18.799386978149414,0.0003640820796135813
12000,2400,1.6551724137931034,272,44,2399,0.0007,202.5344827586207,0.01060194056481123,-1.38286554813385,-5.567539215087891,8.37441548355855e-05
12500,2500,1.6885245901639345,272,45,2499,0.0007,203.2622950819672,-0.022429218515753746,-1.3787554502487183,-17.489408493041992,0.0006185363163240254
13000,2600,1.6875,272,47,2599,0.0007,202.8125,0.020537735894322395,-1.3648160696029663,-181.74746704101562,0.0003233725146856159
13500,2700,1.6417910447761195,273,49,2699,0.0007,201.26865671641792,-0.003679866436868906,-1.2638288736343384,-78.69094848632812,8.234063716372475e-05
14000,2800,1.6231884057971016,274,51,2799,0.0007,200.14492753623188,-0.018655428662896156,-1.3818162679672241,-63.36103820800781,0.0004055951430927962
14500,2900,1.625,272,53,2899,0.0007,200.15277777777777,-0.03733939304947853,-1.2038700580596924,0.9450170397758484,0.014405145309865475
15000,3000,1.635135135135135,271,55,2999,0.0007,200.2972972972973,-0.011437183246016502,-1.3845304250717163,-21.5684871673584,0.0001779172889655456
15500,3100,1.6233766233766234,271,57,3099,0.0007,199.42857142857142,0.06765548139810562,-1.3709262609481812,-61.17559051513672,0.002945277374237776
16000,3200,1.6125,271,58,3199,0.0007,198.925,-0.011630084365606308,-1.365444540977478,-260.2676696777344,9.001683793030679e-05
16500,3300,1.5783132530120483,271,60,3299,0.0007,197.44578313253012,-0.013603846542537212,-1.371956706047058,-27.49366569519043,0.00021871279750484973
17000,3400,1.5813953488372092,271,62,3399,0.0007,197.04651162790697,0.005394537467509508,-1.3241260051727295,-10.83777141571045,7.145358540583402e-05
17500,3500,1.5617977528089888,271,64,3499,0.0007,195.8876404494382,0.0671064481139183,-1.3358443975448608,-9.199151992797852,0.0026947413571178913
18000,3600,1.6263736263736264,270,66,3599,0.0007,196.4945054945055,-0.05243455991148949,-1.1627801656723022,-10.484580039978027,0.003599888877943158
18500,3700,1.6774193548387097,271,68,3699,0.0007,196.7311827956989,0.0005519947153516114,-0.7796465158462524,-0.12369644641876221,0.0006983439088799059
19000,3800,1.7708333333333333,270,70,3799,0.0007,196.94791666666666,-0.1837761551141739,-1.1327576637268066,0.9280666708946228,0.03989364206790924
19500,3900,1.7474747474747474,270,72,3899,0.0007,195.67676767676767,0.010573478415608406,-1.1946123838424683,-28.90642738342285,0.0019859157036989927
20000,4000,1.77,269,74,3999,0.0007,195.66,0.0003557641466613859,-0.43416187167167664,-1.816589593887329,6.167345418361947e-05
20500,4100,1.67,268,76,4099,0.0007,190.66,-0.0019294730154797435,-0.5854472517967224,0.2728036046028137,4.644118234864436e-06
21000,4200,1.64,268,78,4199,0.0007,188.85,-0.20343366265296936,-1.0131666660308838,0.6092640161514282,0.027285849675536156
21500,4300,1.63,268,80,4299,0.0007,187.73,-0.006647405214607716,-0.8211511969566345,-0.32661306858062744,7.456883759004995e-05
22000,4400,1.71,267,82,4399,0.0007,188.88,0.10317037254571915,-0.7899131774902344,-129.90493774414062,0.024915527552366257
22500,4500,1.84,267,83,4499,0.0007,190.76,-0.023448912426829338,-1.2773059606552124,-0.938981294631958,0.00044870562851428986
23000,4600,1.94,268,85,4599,0.0007,192.72,0.009084396064281464,-0.9734622240066528,-44.84456253051758,0.0033699311316013336
23500,4700,2.01,268,87,4699,0.0007,195.02,-0.009188592433929443,-0.6935681700706482,0.49449819326400757,0.0003825583553407341
24000,4800,2.09,268,89,4799,0.0007,195.24,-0.02761613205075264,-0.42277994751930237,-0.519689679145813,0.0010174295166507363
24500,4900,2.26,269,90,4899,0.0007,197.74,-0.01330119650810957,-0.3936455249786377,-0.4501631259918213,0.0021325077395886183
25000,5000,2.27,270,92,4999,0.0007,197.8,-0.004423711448907852,-0.9508078694343567,-3.8460636138916016,0.00014198245480656624
25500,5100,2.37,271,94,5099,0.0007,198.12,0.0018857766408473253,-1.1071302890777588,0.6943225860595703,1.7679782104096375e-05
26000,5200,2.38,271,95,5199,0.0007,197.73,-0.050535596907138824,-0.9902111291885376,-7.945829391479492,0.005621366202831268
26500,5300,2.43,272,97,5299,0.0007,197.61,-0.026823628693819046,-1.1044740676879883,-8.395774841308594,0.0007438049069605768
27000,5400,2.48,273,98,5399,0.0007,199.06,0.0002888117451220751,-1.2242001295089722,0.9439192414283752,2.901683501477237e-06
27500,5500,2.49,273,100,5499,0.0007,198.86,0.07051543146371841,-1.155505657196045,0.9005810022354126,0.02719034068286419
28000,5600,2.56,274,102,5599,0.0007,199.32,0.015869323164224625,-1.0172886848449707,-13.245680809020996,0.0016145911067724228
28500,5700,2.56,275,103,5699,0.0007,198.37,0.22091536223888397,-1.0278626680374146,-162.3561248779297,0.06133636459708214
29000,5800,2.56,275,105,5799,0.0007,197.56,0.08605404943227768,-0.9162580370903015,-21.101259231567383,0.01350922416895628
29500,5900,2.58,276,106,5899,0.0007,197.73,0.014877282083034515,-0.47547298669815063,-0.5078620910644531,0.009905066341161728
30000,6000,2.6,276,108,5999,0.0007,197.76,0.04882459715008736,-1.0839627981185913,-4.363597393035889,0.0022748757619410753
30500,6100,2.63,277,110,6099,0.0007,198.15,0.05776509270071983,-1.1501436233520508,-5.4728569984436035,0.0032011326402425766
31000,6200,2.68,277,111,6199,0.0007,198.21,-0.010017065331339836,-1.242492437362671,-0.9180212020874023,0.00020023880642838776
31500,6300,2.7,278,113,6299,0.0007,198.67,-0.004941508639603853,-1.337038516998291,0.43065524101257324,1.5842102584429085e-05
32000,6400,2.71,278,114,6399,0.0007,198.76,-0.003180705476552248,-1.0737570524215698,-45.286338806152344,0.0003905390913132578
32500,6500,2.7,279,116,6499,0.0007,198.23,-0.046312253922224045,-1.3412322998046875,-88.89631652832031,0.0030840628314763308
33000,6600,2.67,279,118,6599,0.0007,196.42,0.0699593648314476,-0.7020496129989624,-12.992610931396484,0.0028363196179270744
33500,6700,2.76,280,119,6699,0.0007,197.87,-0.0024988085497170687,-1.0620049238204956,-3.0879244804382324,0.001070636324584484
34000,6800,2.78,280,121,6799,0.0007,198.11,-0.0019059032201766968,-0.9199661612510681,-398.681640625,0.0002100291894748807
34500,6900,2.81,281,122,6899,0.0007,198.94,-0.014138600789010525,-0.2926771640777588,-7.90782356262207,0.04376646876335144
35000,7000,2.82,281,124,6999,0.0007,199.66,-0.02165612019598484,-1.1091926097869873,-0.8516031503677368,0.00021599892352242023
35500,7100,2.84,281,125,7099,0.0007,200.1,0.019676584750413895,-0.4360126554965973,-0.5926854610443115,0.0004262310394551605
36000,7200,2.94,282,127,7199,0.0007,200.92,0.06194235011935234,-0.9792699813842773,-4.467225551605225,0.009143468923866749
36500,7300,3.03,282,129,7299,0.0007,202.87,-0.01419542171061039,-0.6494572162628174,-4.695557594299316,0.003902407130226493
37000,7400,3.08,282,130,7399,0.0007,204.26,-0.12069525569677353,-0.6155803799629211,-3.4760751724243164,0.006097875069826841
37500,7500,3.14,283,132,7499,0.0007,204.95,0.032210417091846466,-0.8027896881103516,-4.539122581481934,0.0026518176309764385
38000,7600,3.19,283,133,7599,0.0007,206.49,0.028957126662135124,-0.6410827040672302,0.2873038053512573,0.0025070339906960726
38500,7700,3.19,284,135,7699,0.0007,206.17,-0.00586695084348321,-1.1455103158950806,-1.0529894828796387,0.00010688286420190707
39000,7800,3.15,284,137,7799,0.0007,205.67,-0.037038903683423996,-0.950147271156311,-22.29081153869629,0.0010754484683275223
39500,7900,3.08,284,138,7899,0.0007,205.47,0.00023339652398135513,-1.1559756994247437,-8.09440803527832,0.0003679610090330243
40000,8000,3.12,284,140,7999,0.0007,207.01,0.8521100878715515,-1.0935745239257812,-0.06512713432312012,0.8061502575874329
40500,8100,3.23,285,141,8099,0.0007,209.76,0.0005782852531410754,-0.5190240740776062,-0.225777268409729,1.3354243492358364e-05
41000,8200,3.22,285,143,8199,0.0007,209.37,-0.0202923770993948,-1.1253633499145508,-17.974153518676758,0.0015992511762306094
41500,8300,3.31,285,145,8299,0.0007,211.48,-0.011525523848831654,-0.543230414390564,0.7045483589172363,7.594528142362833e-05
42000,8400,3.31,286,146,8399,0.0007,211.45,0.004022687207907438,-1.1280450820922852,0.5137436389923096,3.1574145396007225e-05
42500,8500,3.33,286,148,8499,0.0007,212.04,-0.0011091862106695771,-1.1357744932174683,0.27218103408813477,3.2587147870799527e-05
43000,8600,3.26,286,149,8599,0.0007,210.84,0.0021083110477775335,-0.8898912668228149,-1.7124948501586914,4.612475822796114e-05
43500,8700,3.14,287,151,8699,0.0007,208.97,-0.019962983205914497,-0.7146790623664856,0.46800124645233154,0.0016516678733751178
44000,8800,3.12,287,153,8799,0.0007,209.17,-0.11940722912549973,-0.8525257110595703,-74.40828704833984,0.03203902393579483
44500,8900,3.04,287,154,8899,0.0007,207.18,-0.00838103424757719,-0.6547853946685791,-1.3163857460021973,0.002030414529144764
45000,9000,2.96,287,156,8999,0.0007,206.26,-0.016993802040815353,-0.8457674384117126,-0.5233697891235352,0.0009428285411559045
45500,9100,2.95,288,157,9099,0.0007,205.65,-0.019551705569028854,-0.7730667591094971,-157371.46875,0.00034829892683774233
46000,9200,2.95,288,159,9199,0.0007,205.56,0.035556744784116745,-0.7756462097167969,0.6308876276016235,0.004716000985354185
46500,9300,3.01,288,161,9299,0.0007,206.45,0.0017970644403249025,-0.9383463263511658,-0.5371439456939697,2.637193574628327e-05
47000,9400,3.01,288,162,9399,0.0007,206.25,-0.0031289735343307257,-0.8375550508499146,0.8906108736991882,2.031688200077042e-05
47500,9500,3.05,289,164,9499,0.0007,206.15,-0.0034413360990583897,-1.173500418663025,0.9477968811988831,9.972288353310432e-06
48000,9600,3.03,289,165,9599,0.0007,205.46,0.010200384072959423,-1.2630904912948608,-4.394099235534668,0.00010874199506361037
48500,9700,2.92,289,167,9699,0.0007,202.49,3.247747736168094e-05,-1.030739426612854,-1.3600809574127197,2.350663407924003e-06
49000,9800,2.95,289,169,9799,0.0007,203.28,0.04457304626703262,-0.8625608682632446,-5.174117088317871,0.0016779240686446428
49500,9900,2.96,290,170,9899,0.0007,203.46,0.01993635855615139,-0.9622772336006165,0.35749351978302,0.000313519878545776
50000,10000,2.93,290,172,9999,0.0007,202.46,-0.00025866119540296495,-0.4447791576385498,0.2934466004371643,3.747019582078792e-05
50500,10100,2.92,290,173,10099,0.0007,202.08,-0.022612545639276505,-0.9078357815742493,0.8537888526916504,0.0005612234235741198
51000,10200,2.93,290,175,10199,0.0007,202.26,0.02417816035449505,-1.057559609413147,-0.927422285079956,0.0005377596244215965
51500,10300,2.85,290,177,10299,0.0007,200.38,0.014813772402703762,-0.796569287776947,-10.609906196594238,0.0013040995690971613
52000,10400,2.92,291,178,10399,0.0007,201.26,-0.014890356920659542,-0.7382373213768005,0.10681420564651489,0.0004301588924136013
52500,10500,2.94,291,180,10499,0.0007,201.9,-0.0030868295580148697,-0.8131043314933777,-54.166160583496094,0.000838324602227658
53000,10600,3.0,291,181,10599,0.0007,202.75,-0.008764891885221004,-0.7795843482017517,-18.80200958251953,0.0009077737922780216
53500,10700,3.05,291,183,10699,0.0007,204.45,0.7761419415473938,-0.7006210684776306,-30.953706741333008,0.7692657709121704
54000,10800,3.14,291,184,10799,0.0007,205.33,-0.0014736253069713712,-0.8765562176704407,0.7046105861663818,1.403460464644013e-05
54500,10900,3.19,292,186,10899,0.0007,205.79,-0.003870705608278513,-0.7813652157783508,0.8045185208320618,5.747882096329704e-05
55000,11000,3.19,292,188,10999,0.0007,205.57,0.2299700230360031,-0.6765387058258057,-1.1920928955078125e-07,0.11290817707777023
55500,11100,3.21,292,189,11099,0.0007,204.35,-0.010963580571115017,-0.8190208673477173,-1.1920928955078125e-07,0.00035185800516046584
56000,11200,3.2,292,191,11199,0.0007,203.86,-0.015380165539681911,-0.8628658652305603,-28.076845169067383,0.0008049773168750107
56500,11300,3.15,292,192,11299,0.0007,203.09,-0.007563718594610691,-0.49647068977355957,0.261056125164032,0.00034104808582924306
57000,11400,3.2,292,194,11399,0.0007,203.46,0.01979365199804306,-0.6625654101371765,-1.4564275741577148,0.002861600834876299
57500,11500,3.2,293,196,11499,0.0007,203.26,0.004084754269570112,-0.7345013618469238,-31.005695343017578,0.0002488655154593289
58000,11600,3.16,293,197,11599,0.0007,202.7,0.007879083044826984,-0.8662199974060059,0.5837088227272034,0.0001753433170961216
58500,11700,3.14,293,199,11699,0.0007,202.09,-0.038349177688360214,-0.878139317035675,0.9437541961669922,0.022543856874108315
59000,11800,3.15,293,200,11799,0.0007,202.41,-0.009365825913846493,-0.8954885601997375,0.7338529825210571,0.00030596600845456123
59500,11900,3.15,293,202,11899,0.0007,202.38,0.020859628915786743,-0.592660129070282,-4.444433212280273,0.000918483012355864
60000,12000,3.12,293,204,11999,0.0007,201.15,0.06743716448545456,-0.6457106471061707,-108.41339874267578,0.025961339473724365
60500,12100,3.07,293,205,12099,0.0007,200.26,0.021273039281368256,-0.6303147673606873,-9.050946235656738,0.002588390838354826
61000,12200,3.13,294,207,12199,0.0007,201.24,-0.05530371889472008,-0.6941532492637634,-45.62771224975586,0.00921317096799612
61500,12300,3.08,294,209,12299,0.0007,200.38,0.03930145129561424,-0.6810513734817505,-103.52014923095703,0.02489406242966652
62000,12400,3.09,294,210,12399,0.0007,200.71,0.0023473238106817007,-0.9291301965713501,-24.15897560119629,0.001058422145433724
62500,12500,3.22,294,212,12499,0.0007,204.18,-0.01288768369704485,-0.6532115936279297,0.3118368983268738,0.001291077584028244
63000,12600,3.23,294,213,12599,0.0007,204.47,0.0182137843221426,-0.787009060382843,-3.195016384124756,0.001913699321448803
63500,12700,3.25,294,215,12699,0.0007,205.24,-0.010980918072164059,-1.0527496337890625,-0.17801713943481445,0.00014219390868674964
64000,12800,3.25,294,217,12799,0.0007,206.33,0.6294826865196228,-0.8446036577224731,-6.317750930786133,0.23512206971645355
64500,12900,3.3,294,218,12899,0.0007,207.06,-0.021707585081458092,-0.890758216381073,0.6371631622314453,0.0011849290458485484
65000,13000,3.35,295,220,12999,0.0007,207.71,-0.004428763873875141,-1.2017004489898682,-3.984682083129883,4.2504969314904884e-05
65500,13100,3.31,295,221,13099,0.0007,207.37,0.00017168663907796144,-0.22030198574066162,0.726577639579773,3.068887963308953e-05
66000,13200,3.27,295,223,13199,0.0007,207.08,-0.03404250741004944,-0.6188603639602661,-2.4541242122650146,0.0011980399722233415
66500,13300,3.21,295,225,13299,0.0007,206.1,0.0004566845891531557,-0.901650071144104,0.9270183444023132,8.560961759940255e-06
67000,13400,3.21,295,226,13399,0.0007,206.05,0.0060308538377285,-0.8920952081680298,0.9137066006660461,3.4814489481505007e-05
67500,13500,3.11,295,228,13499,0.0007,204.72,-0.007304720114916563,-0.6210739612579346,-3.9144444465637207,0.0019291788339614868
68000,13600,3.07,295,229,13599,0.0007,204.38,-0.0037666496355086565,-0.9669384956359863,-16.486679077148438,0.001142907771281898
68500,13700,3.09,295,231,13699,0.0007,204.81,0.023026838898658752,-0.5706856846809387,-1.8606152534484863,0.00247093103826046
69000,13800,3.11,295,233,13799,0.0007,205.41,0.006454323884099722,-1.0337480306625366,0.6055883169174194,1.4949708202038892e-05
69500,13900,3.11,296,234,13899,0.0007,205.46,0.003105718642473221,-1.267647624015808,0.2825848460197449,2.1157362425583415e-05
70000,14000,3.1,296,236,13999,0.0007,205.36,0.007712730672210455,-0.6245067715644836,-1.843029499053955,0.0013999876100569963
70500,14100,3.11,296,237,14099,0.0007,205.51,0.005277638789266348,-0.7193734049797058,-1.8936784267425537,0.0005622683675028384
71000,14200,3.13,296,239,14199,0.0007,206.13,0.03878554329276085,-0.5424445867538452,-96.84356689453125,0.039167147129774094
71500,14300,3.14,296,241,14299,0.0007,206.43,-0.009040310978889465,-0.7831249237060547,0.8235623836517334,8.49511125124991e-05
72000,14400,3.11,296,242,14399,0.0007,205.45,-2.3950995455379598e-05,-0.015122215263545513,-8.211686134338379,0.00017855226178653538
72500,14500,3.05,296,244,14499,0.0007,204.44,-0.0022576567716896534,-0.3934992551803589,-3.8283886909484863,0.00046776869567111135
73000,14600,3.02,296,245,14599,0.0007,204.3,-0.0057932124473154545,-0.9501140713691711,0.0398673415184021,0.00024143140763044357
73500,14700,3.09,296,247,14699,0.0007,205.55,-0.006658813450485468,-0.9515518546104431,0.9310793876647949,0.00011223565525142476
74000,14800,2.98,296,249,14799,0.0007,204.19,0.0014961572596803308,-0.4770406186580658,0.9563789367675781,0.012713528238236904
74500,14900,3.03,297,250,14899,0.0007,204.82,0.015064901672303677,-0.2539841830730438,-0.3751547336578369,0.0012688788119703531
75000,15000,2.99,297,252,14999,0.0007,204.67,-0.0019439209718257189,-0.8237218260765076,0.3690286874771118,2.1690682842745446e-05
75500,15100,2.94,297,254,15099,0.0007,203.9,0.0054949186742305756,-0.6090869307518005,-0.601733922958374,0.00018871930660679936
76000,15200,2.94,297,255,15199,0.0007,203.82,-0.0011320248013362288,-0.2777705192565918,0.05660057067871094,0.00015701449592597783
76500,15300,2.84,297,257,15299,0.0007,202.5,-1.3620383469969966e-05,-0.21532268822193146,-238.97406005859375,6.883872993057594e-05
77000,15400,2.69,297,258,15399,0.0007,198.81,-3.9659495087107643e-05,-0.04193393513560295,-176.56326293945312,4.396696385811083e-05
77500,15500,2.58,297,260,15499,0.0007,195.44,-0.003387287026271224,-0.2374124974012375,-1109.084228515625,3.533361814334057e-05
78000,15600,2.56,297,262,15599,0.0007,194.87,-1.7126323655247688e-05,-0.07823583483695984,0.0,2.0577545001287945e-06
78500,15700,2.46,297,263,15699,0.0007,192.83,9.029105967783835e-06,-0.026171177625656128,-76.36654663085938,1.325993343925802e-05
79000,15800,2.37,297,265,15799,0.0007,189.9,-5.721856723539531e-05,-0.13760410249233246,-13.842490196228027,6.868405307614012e-06
79500,15900,2.23,297,266,15899,0.0007,186.53,-8.103099389700219e-05,-0.12784264981746674,-13.622501373291016,2.0170005882391706e-05
80000,16000,2.29,297,268,15999,0.0007,187.53,-0.00022763221932109445,-0.11110873520374298,-1.1920928955078125e-07,0.00014197280688676983
80500,16100,2.24,298,270,16099,0.0007,185.91,-0.0001787961518857628,-0.06906180828809738,-2.1134579181671143,0.00029466519481502473
81000,16200,2.06,298,271,16199,0.0007,181.12,1.0922393812506925e-05,-0.025034207850694656,-1382.358642578125,2.5600194931030273e-05
81500,16300,2.0,298,273,16299,0.0007,177.93,3.0740927741135238e-06,-0.048403773456811905,-1.190152883529663,4.427286967256805e-06
82000,16400,1.9,298,274,16399,0.0007,175.92,-1.4355447092384566e-05,-0.011075003072619438,-16.57059669494629,0.00014517414092551917
82500,16500,1.76,298,276,16499,0.0007,172.45,3.949067831854336e-05,-0.07295200973749161,-69.74259185791016,1.78964310180163e-05
83000,16600,1.65,298,278,16599,0.0007,169.0,-2.088713699777145e-06,-0.031779151409864426,-7.412546157836914,1.0958417533402098e-06
83500,16700,1.52,298,279,16699,0.0007,165.93,-5.313147630658932e-05,-0.10479270666837692,-25.25581932067871,1.1696938599925488e-05
84000,16800,1.47,298,281,16799,0.0007,164.42,-2.4461060093017295e-05,-0.03500295802950859,0.4337288737297058,2.834470069501549e-05
84500,16900,1.42,298,282,16899,0.0007,162.96,-9.044015314429998e-06,-0.00883230846375227,-163.27664184570312,7.477049075532705e-05
85000,17000,1.29,298,284,16999,0.0007,159.04,-2.414713549114822e-07,-0.01569526456296444,-77.22035217285156,2.9001432721997844e-07
85500,17100,1.24,298,286,17099,0.0007,157.68,0.005813777446746826,-0.029938071966171265,-2338.53466796875,0.0002439715462969616
86000,17200,1.21,298,287,17199,0.0007,157.02,-0.00027750548906624317,-0.1717231124639511,-1.9551117420196533,7.904371159384027e-05
86500,17300,1.13,298,289,17299,0.0007,154.6,0.002533897990360856,-0.4361412227153778,-5.941389560699463,0.000418668583733961
87000,17400,1.2,298,291,17399,0.0007,154.95,-0.015681549906730652,-0.5948026776313782,-54.630126953125,0.009679055772721767
87500,17500,1.22,298,292,17499,0.0007,155.59,-0.12342295795679092,-0.9582610130310059,0.9206908941268921,0.032461293041706085
88000,17600,1.23,299,294,17599,0.0007,155.95,0.03493105247616768,-0.38450080156326294,-0.8355811834335327,0.0014437957433983684
88500,17700,1.2,299,295,17699,0.0007,155.21,-0.06535317748785019,-0.9087744951248169,-3.6078014373779297,0.004499859642237425
89000,17800,1.15,299,297,17799,0.0007,154.57,-0.006953589618206024,-1.0821056365966797,0.0,0.0001579568925080821
89500,17900,1.16,299,299,17899,0.0007,154.5,0.06218153238296509,-0.6250130534172058,-165.51882934570312,0.04200617969036102
90000,18000,1.04,299,300,17999,0.0007,152.5,-0.043373946100473404,-0.5938592553138733,-12.475483894348145,0.004634267184883356
90500,18100,1.0,299,302,18099,0.0007,151.19,-0.0013054166920483112,-0.14481371641159058,-9051.39453125,0.0032561065163463354
91000,18200,1.0,299,303,18199,0.0007,151.7,-5.455420978250913e-05,-0.09334610402584076,0.6640802025794983,1.2201221579744015e-05
91500,18300,0.98,299,305,18299,0.0007,151.12,-0.0022592972964048386,-0.5432974696159363,-1.7767584323883057,1.184336269943742e-05
92000,18400,1.02,299,307,18399,0.0007,152.39,0.0022148035932332277,-0.2175757735967636,0.3506662845611572,0.002234957879409194
92500,18500,1.07,299,308,18499,0.0007,154.33,-0.024207474663853645,-0.907557487487793,0.9832356572151184,0.0035119091626256704
93000,18600,1.15,299,310,18599,0.0007,156.86,-0.008069648407399654,-1.01283597946167,0.4012695550918579,0.00012617147876881063
93500,18700,1.25,299,311,18699,0.0007,159.03,-0.01997910439968109,-0.6362016797065735,0.9314459562301636,0.026611721143126488
94000,18800,1.29,299,313,18799,0.0007,160.33,-0.024307679384946823,-0.7003194689750671,-2.3050572872161865,0.0009070834494195879
94500,18900,1.41,299,315,18899,0.0007,162.0,0.011640152893960476,-0.4712652266025543,0.999946653842926,0.00021866428141947836
95000,19000,1.5,299,316,18999,0.0007,163.95,-0.0035055726766586304,-0.694608747959137,-0.7725340127944946,0.0003272300527896732
95500,19100,1.56,299,318,19099,0.0007,165.78,-0.005162518005818129,-0.44446584582328796,-47.58150100708008,0.0036902297288179398
96000,19200,1.65,299,320,19199,0.0007,168.48,-2.0949801182723604e-05,-0.14561417698860168,-23.96190643310547,1.9044439341087127e-06
96500,19300,1.53,300,321,19299,0.0007,165.62,-7.157341315178201e-06,-0.018960395827889442,-1.7708003520965576,1.8061547962133773e-05
97000,19400,1.52,300,323,19399,0.0007,165.38,1.660105112932797e-06,-0.010132191702723503,-6.148830413818359,1.2047617929056287e-05
97500,19500,1.51,300,324,19499,0.0007,164.89,-6.266366767704312e-07,-0.011679242365062237,-2.260582447052002,2.830838354839216e-07
98000,19600,1.49,300,326,19599,0.0007,164.28,-3.6135341360932216e-05,-0.11051855236291885,-105.86134338378906,8.264920325018466e-06
98500,19700,1.5,300,328,19699,0.0007,164.18,-0.00028442879556678236,-0.25487977266311646,-0.679663896560669,3.679528526845388e-05
