time/total_timesteps,train/policy_loss,train/n_updates,train/entropy_loss,rollout/ep_rew_mean,train/explained_variance,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_len_mean,train/value_loss,time/iterations
226000,0.0003402389702387154,45199,-0.24192802608013153,495.37,-0.14300119876861572,0.0007,1089,207,495.37,5.836249101776048e-07,45200
226500,5.756224345532246e-05,45299,-0.23526939749717712,495.37,-0.04500079154968262,0.0007,1089,207,495.37,4.386994874039374e-07,45300
227000,0.008349068462848663,45399,-0.1336064338684082,448.48,-5.410666465759277,0.0007,1089,208,448.48,0.0029746233485639095,45400
227500,6.75477713230066e-05,45499,-0.261585533618927,444.09,-138.62051391601562,0.0007,1090,208,444.09,7.77824334363686e-06,45500
228000,7.31937907403335e-05,45599,-0.3032695949077606,444.09,-8215.248046875,0.0007,1090,209,444.09,4.792632353201043e-06,45600
228500,-0.00013200196553952992,45699,-0.2449416220188141,444.09,-15.021650314331055,0.0007,1091,209,444.09,4.953180905431509e-06,45700
229000,-3.289586675236933e-05,45799,-0.15547725558280945,444.09,-15.52032470703125,0.0007,1091,209,444.09,4.511757197178667e-06,45800
229500,-0.00039707738324068487,45899,-0.07191457599401474,444.09,-28.912458419799805,0.0007,1092,210,444.09,4.0746645026956685e-06,45900
230000,-0.00021274946630001068,45999,-0.22271394729614258,444.09,-9.95411491394043,0.0007,1093,210,444.09,1.3830140233039856e-06,46000
230500,3.856850526062772e-05,46099,-0.14487393200397491,444.09,-0.7070012092590332,0.0007,1093,210,444.09,1.0892632644754485e-06,46100
231000,0.00015847792383283377,46199,-0.131555438041687,444.09,-0.7157726287841797,0.0007,1093,211,444.09,1.937965805609565e-07,46200
231500,0.00010253382788505405,46299,-0.19703923165798187,444.09,0.1806044578552246,0.0007,1094,211,444.09,1.1578201792872278e-06,46300
232000,2.3797374524292536e-05,46399,-0.12425392866134644,444.09,-0.4286477565765381,0.0007,1095,211,444.09,7.14440830051899e-07,46400
232500,0.0003324258723296225,46499,-0.0966159775853157,444.09,-0.01495826244354248,0.0007,1093,212,444.09,5.055451879343309e-07,46500
233000,0.0001282951416214928,46599,-0.1613975465297699,444.09,-0.4059481620788574,0.0007,1091,213,444.09,4.357542024990835e-07,46600
233500,1.1640042430371977e-05,46699,-0.08867717534303665,444.09,-0.23772978782653809,0.0007,1089,214,444.09,2.992572376570024e-07,46700
234000,2.932822644652333e-05,46799,-0.10895663499832153,444.09,-0.119407057762146,0.0007,1087,215,444.09,1.1851545878016623e-06,46800
234500,5.798630809294991e-05,46899,-0.2107701599597931,444.09,-0.12694072723388672,0.0007,1085,215,444.09,4.881876520812511e-07,46900
235000,2.65500602836255e-06,46999,-0.046573102474212646,444.09,-0.5080292224884033,0.0007,1084,216,444.09,1.1718366010882164e-07,47000
235500,1.268876530957641e-05,47099,-0.19806890189647675,444.09,-1.04622220993042,0.0007,1082,217,444.09,6.593764112494682e-08,47100
236000,-1.2803316167264711e-05,47199,-0.25399884581565857,444.09,-0.05046725273132324,0.0007,1080,218,444.09,3.7334395130983467e-08,47200
236500,-0.00014730842667631805,47299,-0.29925402998924255,444.09,-0.027850031852722168,0.0007,1080,218,444.09,4.0065498296826263e-07,47300
237000,9.164486255031079e-05,47399,-0.16564790904521942,444.09,-0.144927978515625,0.0007,1081,219,444.09,7.153022920647345e-07,47400
237500,-0.00016822540783323348,47499,-0.2635720372200012,444.09,0.1327582597732544,0.0007,1081,219,444.09,5.867099162060185e-07,47500
238000,6.899725121911615e-05,47599,-0.13706490397453308,444.09,-0.7239264249801636,0.0007,1082,219,444.09,4.0070155193916435e-08,47600
238500,-4.897596227237955e-05,47699,-0.2408563643693924,444.09,0.031112253665924072,0.0007,1083,220,444.09,4.7675567316218803e-07,47700
239000,-7.329617801588029e-05,47799,-0.24274083971977234,444.09,0.1938348412513733,0.0007,1084,220,444.09,1.372420257439444e-07,47800
239500,0.00019353187235537916,47899,-0.08213336765766144,444.09,-0.6484743356704712,0.0007,1085,220,444.09,9.661307842634415e-08,47900
240000,8.302580681629479e-06,47999,-0.06864263862371445,444.09,-0.19676852226257324,0.0007,1085,221,444.09,3.8600992979809234e-07,48000
240500,8.765001985011622e-05,48099,-0.25005945563316345,444.09,-0.08525741100311279,0.0007,1086,221,444.09,4.749046524921141e-07,48100
241000,-8.052292105276138e-05,48199,-0.20196709036827087,444.09,-16.955554962158203,0.0007,1087,221,444.09,1.4214310617433057e-08,48200
241500,-3.339410525882158e-08,48299,-0.10978442430496216,444.09,0.9377777576446533,0.0007,1087,221,444.09,6.984919587171845e-11,48300
242000,0.00014509493485093117,48399,-0.21952176094055176,444.09,0.14580011367797852,0.0007,1088,222,444.09,6.898538913446828e-07,48400
242500,6.865151226520538e-05,48499,-0.21442215144634247,444.09,-0.035253286361694336,0.0007,1089,222,444.09,4.971283260601922e-07,48500
243000,2.0629429855034687e-05,48599,-0.1719226837158203,444.09,-0.24524438381195068,0.0007,1090,222,444.09,2.2726598558620026e-07,48600
243500,4.630561306839809e-05,48699,-0.19061188399791718,444.09,-0.09496772289276123,0.0007,1090,223,444.09,6.594345904886723e-07,48700
244000,0.00013493037840817124,48799,-0.25832268595695496,444.09,-0.10275423526763916,0.0007,1091,223,444.09,2.3620668798685074e-07,48800
244500,-0.00027875942760147154,48899,-0.25285065174102783,444.09,0.08835071325302124,0.0007,1091,223,444.09,1.4307909168564947e-06,48900
245000,-3.574219954316504e-05,48999,-0.2011018693447113,444.09,0.005574345588684082,0.0007,1092,224,444.09,6.170012056827545e-07,49000
245500,-0.00026487340801395476,49099,-0.19075024127960205,444.09,0.13562685251235962,0.0007,1092,224,444.09,1.8472783835932205e-07,49100
246000,-0.0001438379695173353,49199,-0.3283616900444031,444.09,0.10602271556854248,0.0007,1093,224,444.09,8.513569014212408e-07,49200
246500,-0.00016968444106169045,49299,-0.35785311460494995,444.09,0.05553603172302246,0.0007,1093,225,444.09,8.34965590001957e-07,49300
247000,-0.0002648509107530117,49399,-0.389310359954834,444.09,0.07819032669067383,0.0007,1092,226,444.09,9.658048156779842e-07,49400
247500,-8.817862544674426e-05,49499,-0.3199574053287506,444.09,-0.09874451160430908,0.0007,1090,226,444.09,2.1733576716087555e-07,49500
248000,-0.000197305140318349,49599,-0.3528851270675659,444.09,-0.006900787353515625,0.0007,1091,227,444.09,6.686197480121336e-07,49600
248500,-3.791303242905997e-05,49699,-0.22631673514842987,444.09,0.04617810249328613,0.0007,1091,227,444.09,3.4634723533599754e-07,49700
249000,-0.0003407938056625426,49799,-0.17560133337974548,444.09,-0.048796653747558594,0.0007,1092,227,444.09,1.1285185337328585e-06,49800
249500,-0.00011377017654012889,49899,-0.26390016078948975,444.09,-0.031201839447021484,0.0007,1092,228,444.09,4.79549612464325e-07,49900
250000,-0.00031002884497866035,49999,-0.34982985258102417,444.09,-0.13344407081604004,0.0007,1090,229,444.09,8.897623047232628e-07,50000
250500,0.00040292699122801423,50099,-0.26352858543395996,444.09,-0.14381563663482666,0.0007,1088,230,444.09,2.8591487080120714e-06,50100
251000,-8.58347411849536e-05,50199,-0.29108893871307373,444.09,0.031248092651367188,0.0007,1089,230,444.09,7.130089443307952e-07,50200
251500,-0.00037301043630577624,50299,-0.3612590432167053,444.09,0.07392758131027222,0.0007,1089,230,444.09,1.367053528156248e-06,50300
252000,-9.089890954783186e-05,50399,-0.28248441219329834,444.09,0.07116997241973877,0.0007,1089,231,444.09,4.84904717268364e-07,50400
252500,-0.00013559871877077967,50499,-0.2693989872932434,444.09,0.09799355268478394,0.0007,1087,232,444.09,5.927402639827051e-07,50500
253000,-0.0003149619442410767,50599,-0.1204015240073204,444.09,0.014494001865386963,0.0007,1087,232,444.09,6.059184443074628e-07,50600
253500,-0.00022658899251837283,50699,-0.3588448464870453,444.09,-0.07563591003417969,0.0007,1088,232,444.09,4.84054908156395e-07,50700
254000,0.0003164879453834146,50799,-0.1952037513256073,444.09,-0.0804605484008789,0.0007,1088,233,444.09,3.9822188568905403e-07,50800
254500,9.848478839558084e-06,50899,-0.04874600097537041,444.09,-0.06775760650634766,0.0007,1089,233,444.09,2.2188760340213776e-06,50900
255000,4.322425866121193e-06,50999,-0.030545011162757874,444.09,-0.23262405395507812,0.0007,1089,234,444.09,8.61741114022152e-07,51000
255500,6.413624760170933e-07,51099,-0.03368140012025833,444.09,-1.429473638534546,0.0007,1088,234,444.09,1.2223608791828156e-08,51100
256000,3.247120912419632e-05,51199,-0.3479125499725342,444.09,-0.2073878049850464,0.0007,1088,235,444.09,5.499459732050127e-08,51200
256500,-0.0002095385716529563,51299,-0.23934945464134216,444.09,0.12460941076278687,0.0007,1089,235,444.09,7.953843805807992e-07,51300
257000,-3.0460190828307532e-05,51399,-0.22371892631053925,444.09,0.13762342929840088,0.0007,1089,235,444.09,2.952758109131537e-07,51400
257500,8.811979569145478e-06,51499,-0.03881705924868584,444.09,-0.06728804111480713,0.0007,1089,236,444.09,1.3127340707796975e-06,51500
258000,-0.00047743419418111444,51599,-0.13127192854881287,444.09,-0.04034101963043213,0.0007,1090,236,444.09,1.3566925645136507e-06,51600
258500,-0.0002001841348828748,51699,-0.3307730555534363,444.09,0.10215216875076294,0.0007,1088,237,444.09,2.7231871513322403e-07,51700
259000,-6.071320240153e-05,51799,-0.16441196203231812,444.09,0.030795276165008545,0.0007,1086,238,444.09,2.4753157958912198e-06,51800
259500,-0.00013322556333150715,51899,-0.3645956516265869,444.09,0.10067552328109741,0.0007,1085,239,444.09,5.10003872022935e-07,51900
260000,-0.00017324618238490075,51999,-0.29126688838005066,444.09,0.23595505952835083,0.0007,1083,240,444.09,2.104905405531099e-07,52000
260500,4.213970896671526e-06,52099,-0.04534666985273361,444.09,-0.003378629684448242,0.0007,1081,240,444.09,2.995831778207503e-07,52100
261000,-0.00015579719911329448,52199,-0.309774786233902,444.09,0.15230810642242432,0.0007,1079,241,444.09,1.8324819848203333e-06,52200
261500,-0.0001402878697263077,52299,-0.3478596806526184,444.09,0.0326499342918396,0.0007,1078,242,444.09,6.018323119860725e-07,52300
262000,-0.0001251923240488395,52399,-0.34339630603790283,444.09,-0.03539693355560303,0.0007,1078,242,444.09,5.233217734712525e-07,52400
262500,-0.00027427333407104015,52499,-0.2671997547149658,444.09,0.02108609676361084,0.0007,1077,243,444.09,6.07129209129198e-07,52500
263000,-4.231267212162493e-07,52599,-0.007387335412204266,448.72,-0.056102752685546875,0.0007,1078,243,448.72,2.4883775040507317e-07,52600
263500,-2.074519613870507e-07,52699,-0.1723707914352417,448.72,nan,0.0007,1078,244,448.72,4.901084871278272e-09,52700
264000,0.00010417151497676969,52799,-0.235857293009758,448.72,-0.20104801654815674,0.0007,1079,244,448.72,3.725290298461914e-07,52800
264500,-5.2384898481250275e-06,52899,-0.06696627289056778,448.72,-0.09274756908416748,0.0007,1080,244,448.72,1.6037374450661446e-07,52900
265000,1.9068102119490504e-06,52999,-0.015247595496475697,448.72,-0.2840769290924072,0.0007,1080,245,448.72,8.806702567198954e-07,53000
265500,5.8782065025297925e-05,53099,-0.2590692639350891,448.72,-0.19628262519836426,0.0007,1081,245,448.72,1.3930257125593926e-07,53100
266000,-7.308251952053979e-05,53199,-0.2743086814880371,448.72,0.12873125076293945,0.0007,1081,245,448.72,5.669309643963061e-07,53200
266500,-3.877812559949234e-05,53299,-0.30778852105140686,448.72,-0.07092428207397461,0.0007,1082,246,448.72,6.852205558516289e-08,53300
267000,8.112530736070767e-07,53399,-0.05178277567028999,448.72,-0.11578953266143799,0.0007,1082,246,448.72,8.277129204259381e-09,53400
267500,1.964261400644318e-06,53499,-0.3421744406223297,448.72,-0.7422223091125488,0.0007,1083,246,448.72,4.062894909395709e-09,53500
268000,-0.00016381964087486267,53599,-0.3798215687274933,448.72,0.04426860809326172,0.0007,1083,247,448.72,4.3485778178364853e-07,53600
268500,-5.440013046609238e-05,53699,-0.2027702033519745,448.72,-1.0266666412353516,0.0007,1084,247,448.72,1.345761102555798e-08,53700
269000,4.3519044083950575e-06,53799,-0.034891314804553986,448.72,0.0020830631256103516,0.0007,1084,248,448.72,6.424030516427592e-07,53800
269500,2.196090690631536e-06,53899,-0.09098443388938904,448.72,-0.10896551609039307,0.0007,1082,248,448.72,1.5320257062967357e-08,53900
270000,0.0002997135161422193,53999,-0.08941733092069626,448.72,-0.1251528263092041,0.0007,1081,249,448.72,3.6678974879578163e-07,54000
270500,0.0001377611915813759,54099,-0.24132856726646423,448.72,-0.009215712547302246,0.0007,1079,250,448.72,1.0365969274062081e-06,54100
271000,6.906405178597197e-05,54199,-0.3404048979282379,448.72,-0.2688581943511963,0.0007,1078,251,448.72,2.6008348186223884e-07,54200
271500,9.317115473095328e-05,54299,-0.17200013995170593,448.72,-0.33596837520599365,0.0007,1077,252,448.72,7.909257249139046e-08,54300
272000,-0.0001841476623667404,54399,-0.28090760111808777,448.72,-0.01841592788696289,0.0007,1077,252,448.72,6.341259108921804e-07,54400
272500,-1.704736291685549e-06,54499,-0.016349274665117264,453.12,0.03049325942993164,0.0007,1078,252,453.12,7.273396249729558e-07,54500
273000,-1.397217874909984e-05,54599,-0.24618372321128845,457.88,-4.353695392608643,0.0007,1078,253,457.88,1.3492535977377429e-08,54600
273500,0.0001015389570966363,54699,-0.25387078523635864,462.52,-0.20867347717285156,0.0007,1079,253,462.52,4.42017324076005e-07,54700
274000,9.951410902431235e-05,54799,-0.20534701645374298,467.17,-0.24151194095611572,0.0007,1080,253,467.17,6.449408829212189e-07,54800
274500,1.7128711533587193e-06,54899,-0.02265702560544014,471.85,-0.6897541284561157,0.0007,1080,253,471.85,2.730055825850286e-07,54900
275000,0.00015877558325883,54999,-0.37262991070747375,476.65,-0.2165471315383911,0.0007,1081,254,476.65,6.487825885415077e-07,55000
275500,0.00017927998851519078,55099,-0.28253740072250366,481.27,-0.006724834442138672,0.0007,1082,254,481.27,3.487570268134732e-07,55100
276000,2.846953611879144e-05,55199,-0.15943670272827148,486.06,-0.15455472469329834,0.0007,1082,254,486.06,3.9541629348605056e-07,55200
276500,0.0002462801930960268,55299,-0.2887709140777588,490.94,0.21116912364959717,0.0007,1083,255,490.94,7.610884722453193e-07,55300
277000,5.0578382797539234e-05,55399,-0.25014570355415344,495.61,-0.3148801326751709,0.0007,1083,255,495.61,4.5492780031963775e-07,55400
277500,6.805617886129767e-06,55499,-0.04597505182027817,500.0,-0.03616642951965332,0.0007,1084,255,500.0,1.013337168842554e-06,55500
278000,3.1566382858727593e-06,55599,-0.03915031999349594,500.0,-0.10931777954101562,0.0007,1085,256,500.0,1.640408271441629e-07,55600
278500,4.121694655623287e-05,55699,-0.14484205842018127,500.0,0.229783296585083,0.0007,1085,256,500.0,9.988085594159202e-07,55700
279000,0.00011328553227940574,55799,-0.2238784283399582,500.0,0.3272410035133362,0.0007,1086,256,500.0,4.226341729918204e-07,55800
279500,4.474243178265169e-05,55899,-0.2033776044845581,500.0,-0.15746378898620605,0.0007,1086,257,500.0,3.950088398596563e-07,55900
280000,0.0001335480628767982,55999,-0.23092646896839142,500.0,0.07122403383255005,0.0007,1087,257,500.0,5.185837039789476e-07,56000
280500,7.001719495747238e-05,56099,-0.21357981860637665,500.0,0.08932387828826904,0.0007,1088,257,500.0,6.553484013238631e-07,56100
281000,0.00015905272448435426,56199,-0.20458237826824188,500.0,-0.10047101974487305,0.0007,1088,258,500.0,1.116399630518572e-06,56200
281500,3.3952178455365356e-06,56299,-0.03163982182741165,500.0,0.13412588834762573,0.0007,1089,258,500.0,4.5275083948581596e-07,56300
282000,0.00022382065071724355,56399,-0.17558802664279938,500.0,-0.04180550575256348,0.0007,1089,258,500.0,4.258123169620376e-07,56400
282500,9.148940989689436e-06,56499,-0.05976119637489319,500.0,-0.04014849662780762,0.0007,1090,259,500.0,7.731141522526741e-07,56500
283000,9.97084061964415e-05,56599,-0.02871277928352356,500.0,-0.2367013692855835,0.0007,1091,259,500.0,5.267444294076995e-07,56600
283500,1.9928452275053132e-06,56699,-0.019514311105012894,500.0,0.17570072412490845,0.0007,1091,259,500.0,4.6561473254769226e-07,56700
284000,0.00021586574439425021,56799,-0.10376447439193726,500.0,-0.18924927711486816,0.0007,1092,259,500.0,3.024819363872666e-07,56800
284500,0.00015465506294276565,56899,-0.2609269320964813,500.0,0.07356959581375122,0.0007,1093,260,500.0,6.73183251365117e-07,56900
285000,2.5241301955247764e-06,56999,-0.02211722359061241,500.0,-0.028091073036193848,0.0007,1093,260,500.0,8.560949709135457e-07,57000
285500,1.0178320735576563e-05,57099,-0.04632110148668289,500.0,-0.10243761539459229,0.0007,1094,260,500.0,1.5908153727650642e-06,57100
286000,8.668551163282245e-05,57199,-0.3233196437358856,500.0,-0.14785075187683105,0.0007,1092,261,500.0,4.858593456447124e-07,57200
286500,1.048205103870714e-05,57299,-0.13362888991832733,500.0,-0.22304832935333252,0.0007,1091,262,500.0,1.4085090072057938e-07,57300
287000,8.541227725800127e-05,57399,-0.23704318702220917,500.0,-0.31764137744903564,0.0007,1090,263,500.0,5.872105361959257e-07,57400
287500,8.360858373634983e-06,57499,-0.08041216433048248,500.0,-0.1227579116821289,0.0007,1090,263,500.0,2.6561320964901824e-07,57500
288000,8.931636330089532e-06,57599,-0.06934411823749542,500.0,-0.3427557945251465,0.0007,1091,263,500.0,4.817964622816362e-07,57600
288500,3.171838443449815e-06,57699,-0.028117608278989792,500.0,-0.1550968885421753,0.0007,1091,264,500.0,7.053255330902175e-07,57700
289000,1.5817313396837562e-05,57799,-0.32860273122787476,500.0,-0.3331946134567261,0.0007,1092,264,500.0,3.727618747007e-08,57800
289500,7.847000961191952e-05,57899,-0.25161927938461304,500.0,-0.6154077053070068,0.0007,1093,264,500.0,1.5457627000614593e-07,57900
290000,3.081656245740305e-07,57999,-0.006567320786416531,500.0,0.05630648136138916,0.0007,1093,265,500.0,1.2528616366580536e-07,58000
290500,3.5831969853461487e-06,58099,-0.03245902806520462,500.0,-0.007457375526428223,0.0007,1094,265,500.0,5.034147534388467e-07,58100
291000,0.0006139742908999324,58199,-0.05051148682832718,500.0,-0.16742825508117676,0.0007,1094,265,500.0,8.460716571789817e-07,58200
291500,3.774712604354136e-05,58299,-0.17349818348884583,500.0,-0.07782137393951416,0.0007,1095,266,500.0,4.6679051024511864e-07,58300
292000,0.00023320216860156506,58399,-0.11930833011865616,500.0,-0.07961380481719971,0.0007,1094,266,500.0,4.2913015363410523e-07,58400
292500,2.729656898736721e-06,58499,-0.02622382901608944,500.0,-0.09208524227142334,0.0007,1092,267,500.0,5.484325811266899e-07,58500
293000,5.800423605251126e-05,58599,-0.18409428000450134,500.0,-0.23901796340942383,0.0007,1091,268,500.0,7.34825164272479e-07,58600
293500,0.00013080905773676932,58699,-0.20474322140216827,500.0,-0.17288613319396973,0.0007,1090,269,500.0,6.823218541285314e-07,58700
294000,1.530912072666979e-06,58799,-0.010741816833615303,500.0,0.025131046772003174,0.0007,1088,270,500.0,1.3822107121086447e-06,58800
294500,0.00017752012354321778,58899,-0.22081902623176575,500.0,0.010486781597137451,0.0007,1089,270,500.0,1.117249439630541e-06,58900
295000,-1.9210587197449058e-05,58999,-0.12406042963266373,500.0,-0.12444448471069336,0.0007,1089,270,500.0,1.8510035726393426e-09,59000
295500,-3.5830157685268205e-06,59099,-0.031555041670799255,500.0,0.03797316551208496,0.0007,1090,270,500.0,4.0262239053845406e-07,59100
296000,3.465622967269155e-06,59199,-0.03333006426692009,500.0,-0.08550620079040527,0.0007,1089,271,500.0,5.172565806788043e-07,59200
296500,3.301109927633661e-06,59299,-0.03899898752570152,500.0,0.01908165216445923,0.0007,1087,272,500.0,2.9543880941673706e-07,59300
297000,5.756023256253684e-06,59399,-0.08925870060920715,500.0,-0.33479201793670654,0.0007,1086,273,500.0,1.09837856143713e-07,59400
297500,-3.746962465811521e-05,59499,-0.1382475048303604,500.0,-0.005552768707275391,0.0007,1087,273,500.0,9.308569133281708e-07,59500
298000,7.5204516178928316e-06,59599,-0.08485165983438492,500.0,-0.1539703607559204,0.0007,1087,273,500.0,1.7493729842499306e-07,59600
298500,9.533868433209136e-05,59699,-0.25773876905441284,500.0,-0.1698310375213623,0.0007,1088,274,500.0,4.421221149186749e-07,59700
299000,-1.0666453817975707e-05,59799,-0.056689441204071045,500.0,-0.0246046781539917,0.0007,1086,275,500.0,7.47491128549882e-07,59800
299500,0.0002623561304062605,59899,-0.16628077626228333,500.0,-0.0030961036682128906,0.0007,1085,275,500.0,1.161010004580021e-06,59900
300000,-0.000564419839065522,59999,-0.13644130527973175,500.0,0.1850569248199463,0.0007,1084,276,500.0,4.6661588726237824e-07,60000
