time/fps,train/learning_rate,train/n_updates,train/value_loss,rollout/ep_len_mean,train/explained_variance,train/policy_loss,train/entropy_loss,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations
2069,0.0007,15799,0.11387735605239868,990.44,0.9619520902633667,-0.2525666356086731,-0.77364581823349,252800,-73.15250586,122,15800
2070,0.0007,15899,0.635881781578064,991.49,0.5775330066680908,-0.13143208622932434,-0.6148286461830139,254400,-71.01904377,122,15900
2072,0.0007,15999,1.5282888412475586,991.49,-0.47062695026397705,0.39403480291366577,-0.656112551689148,256000,-70.83120181,123,16000
2073,0.0007,16099,4.532746315002441,991.49,0.17620021104812622,-0.2050565630197525,-0.6346500515937805,257600,-71.79678187,124,16100
2074,0.0007,16199,1.2735724449157715,992.23,0.5503509044647217,-0.34862107038497925,-0.5919883847236633,259200,-74.00184403000002,124,16200
2075,0.0007,16299,1.1900676488876343,992.23,0.5173290967941284,0.12207779288291931,-0.7218448519706726,260800,-73.55900914,125,16300
2076,0.0007,16399,0.829950213432312,992.23,0.660077691078186,-0.08558785170316696,-0.7944844365119934,262400,-72.24401719000001,126,16400
2077,0.0007,16499,13.205434799194336,992.23,0.3396672010421753,-0.3097490072250366,-0.629646897315979,264000,-72.8340513,127,16500
2078,0.0007,16599,1.5418601036071777,992.23,0.08642727136611938,-0.08605979382991791,-0.4835171103477478,265600,-74.57300403,127,16600
2079,0.0007,16699,3.775364398956299,992.23,0.079073965549469,-0.19074350595474243,-0.5920724868774414,267200,-74.53415609,128,16700
2079,0.0007,16799,18.083106994628906,992.23,0.24970918893814087,-0.4860040545463562,-0.6568412184715271,268800,-75.27630763,129,16800
2080,0.0007,16899,10.622430801391602,992.23,-0.3018709421157837,0.08013679087162018,-0.5710815191268921,270400,-74.7855925,129,16900
2081,0.0007,16999,4.618780612945557,992.23,-0.23920559883117676,0.25291135907173157,-0.6540164351463318,272000,-74.70754005000002,130,17000
2082,0.0007,17099,8.509624481201172,992.23,-0.40211379528045654,0.21627260744571686,-0.7611652612686157,273600,-75.87266374000001,131,17100
2083,0.0007,17199,6.7806196212768555,992.23,0.29959386587142944,-0.11518809199333191,-0.47975313663482666,275200,-77.16552510999999,132,17200
2085,0.0007,17299,5.041647911071777,992.23,-0.06136977672576904,0.01227133721113205,-0.634206235408783,276800,-78.88184091000001,132,17300
2076,0.0007,17399,2.0564045906066895,992.23,0.5382035970687866,-0.20380419492721558,-0.45740756392478943,278400,-79.43866341000002,134,17400
2068,0.0007,17499,0.4743497967720032,992.23,0.7578949928283691,-0.31030407547950745,-0.6220675110816956,280000,-79.74929490000001,135,17500
2069,0.0007,17599,2.1154706478118896,992.23,0.2640194296836853,-0.23290219902992249,-0.40492162108421326,281600,-80.28995481,136,17600
2070,0.0007,17699,2.0554873943328857,992.23,-0.13140547275543213,0.07527654618024826,-0.5313986539840698,283200,-80.36737894000001,136,17700
2071,0.0007,17799,1.771480679512024,992.23,0.607097327709198,-0.20527026057243347,-0.7031509876251221,284800,-81.24998781000001,137,17800
2072,0.0007,17899,4.404059410095215,992.23,0.2939326763153076,0.08997782319784164,-0.6398449540138245,286400,-82.03892804000002,138,17900
2071,0.0007,17999,1.6735512018203735,992.23,0.47551804780960083,-0.06056821346282959,-0.5633429288864136,288000,-81.87677178000001,139,18000
2072,0.0007,18099,3.6114978790283203,990.35,0.5917212963104248,-0.402838796377182,-0.751499593257904,289600,-83.21594996,139,18100
2073,0.0007,18199,1.8833978176116943,990.32,0.6037852764129639,-0.019651729613542557,-0.8355466723442078,291200,-81.72236115000001,140,18200
2074,0.0007,18299,1168.857421875,987.58,0.32031720876693726,-0.30428406596183777,-0.6837431788444519,292800,-79.90080734000001,141,18300
2075,0.0007,18399,1.4908825159072876,982.27,0.6874960064888,0.11076906323432922,-0.593002200126648,294400,-77.9902454,141,18400
2076,0.0007,18499,3.156834602355957,974.43,0.5964386463165283,-0.31652992963790894,-0.6552454233169556,296000,-75.06097566000001,142,18500
2077,0.0007,18599,0.2887234091758728,968.22,0.9876885414123535,0.15518291294574738,-0.8386743068695068,297600,-70.25178491999999,143,18600
2078,0.0007,18699,0.9486231803894043,964.44,0.6319127678871155,-0.10656926035881042,-0.6052231192588806,299200,-66.47072864,143,18700
2079,0.0007,18799,0.9499264359474182,956.49,0.8918445110321045,-0.2650265097618103,-0.5216546058654785,300800,-63.61025046,144,18800
2079,0.0007,18899,0.016180016100406647,948.41,-0.027239203453063965,0.025873582810163498,-0.6403059959411621,302400,-57.99121230000001,145,18900
2080,0.0007,18999,0.7994166612625122,930.27,0.8149259686470032,-0.15313079953193665,-0.6528961062431335,304000,-52.17500785999999,146,19000
2081,0.0007,19099,4.29957389831543,907.54,0.7030597925186157,0.17804104089736938,-0.7133705019950867,305600,-41.84108541999999,146,19100
2081,0.0007,19199,9.788033485412598,884.93,0.48808377981185913,-0.40097776055336,-0.6086394786834717,307200,-30.74391898,147,19200
2082,0.0007,19299,1.0416264533996582,858.5,0.5113153457641602,0.000857573002576828,-0.6937662363052368,308800,-27.25100501,148,19300
2083,0.0007,19399,0.3004399240016937,835.94,0.9415609836578369,-0.1559825986623764,-0.6856653690338135,310400,-16.542283760000004,148,19400
2083,0.0007,19499,4442.6494140625,813.53,-0.02429068088531494,0.0006308084703050554,-0.053180474787950516,312000,-3.327281930000002,149,19500
2084,0.0007,19599,1.0342216491699219,802.55,-0.9450696706771851,-0.15605220198631287,-0.6574997305870056,313600,2.6984773499999988,150,19600
2085,0.0007,19699,4.246693134307861,792.22,-2.2605457305908203,6.764629506506026e-05,-0.007320514414459467,315200,5.548806509999997,151,19700
2085,0.0007,19799,5.076986312866211,759.77,0.8718346357345581,-0.03905801475048065,-0.8310117721557617,316800,13.241429369999999,151,19800
2086,0.0007,19899,2.2761685848236084,720.0,0.8990240097045898,0.052684638649225235,-0.4856142997741699,318400,18.41209203,152,19900
2087,0.0007,19999,4197.8681640625,686.71,0.5313247442245483,0.2004481554031372,-0.11871159076690674,320000,29.136490780000003,153,20000
2087,0.0007,20099,0.11620096862316132,662.15,0.9889266490936279,-0.5582119822502136,-0.5242688655853271,321600,38.41658641,154,20100
2086,0.0007,20199,30.379972457885742,628.92,0.41649526357650757,-0.14817653596401215,-0.4564829468727112,323200,45.64856750999999,154,20200
2086,0.0007,20299,3.2167162895202637,603.75,0.3651474714279175,-0.006476232782006264,-0.5497519969940186,324800,51.15565419000001,155,20300
2087,0.0007,20399,4.2336835861206055,580.6,0.9304673671722412,0.17907457053661346,-0.599393367767334,326400,59.742350910000006,156,20400
2088,0.0007,20499,1100.138671875,547.61,-0.7562751770019531,0.14725741744041443,-0.511651873588562,328000,68.60343182000001,157,20500
2088,0.0007,20599,6.1076178550720215,520.16,0.24817818403244019,-0.3345770537853241,-0.7391128540039062,329600,73.41690274000001,157,20600
2089,0.0007,20699,0.6436725854873657,496.31,0.7709989547729492,0.01422613114118576,-0.6229063868522644,331200,81.46340332,158,20700
2090,0.0007,20799,2.274160861968994,482.49,0.8068297505378723,-0.2188429981470108,-0.5872454643249512,332800,86.88885181999999,159,20800
2091,0.0007,20899,6.721868515014648,465.38,-0.07016944885253906,-0.18465951085090637,-0.6358217000961304,334400,88.60355615,159,20900
2091,0.0007,20999,7.49656867980957,446.95,0.3097977042198181,0.027951378375291824,-0.5080305933952332,336000,92.30639302,160,21000
2092,0.0007,21099,2.3138434886932373,429.85,0.5096932649612427,-0.2496325522661209,-0.6195022463798523,337600,87.67420238999999,161,21100
2093,0.0007,21199,4.270266056060791,416.11,-2.041076898574829,0.16322603821754456,-0.5713760256767273,339200,82.69273736,162,21200
2093,0.0007,21299,10.540614128112793,403.78,0.7341271638870239,0.06522707641124725,-0.45793426036834717,340800,75.93965229,162,21300
2094,0.0007,21399,1.625375747680664,405.76,0.2784693241119385,-0.03643462806940079,-0.671463668346405,342400,71.93069227999999,163,21400
2094,0.0007,21499,0.46306437253952026,407.14,0.9571305513381958,0.15005016326904297,-0.4255969226360321,344000,73.0677522,164,21500
2095,0.0007,21599,72.7693099975586,407.71,-6.062615871429443,0.4256255626678467,-0.3954751789569855,345600,70.65225104,164,21600
2081,0.0007,21699,11.90821361541748,416.62,-0.6809536218643188,-0.0982634648680687,-0.4194794297218323,347200,65.63548822000001,166,21700
2075,0.0007,21799,4.281416416168213,419.35,0.4615846276283264,-0.0118335522711277,-0.6935163736343384,348800,58.81275126,168,21800
2076,0.0007,21899,2.0876429080963135,431.23,0.7993319034576416,-0.06729274988174438,-0.6116674542427063,350400,53.50341637,168,21900
2076,0.0007,21999,3.8981547355651855,435.84,0.2741691470146179,-0.16987723112106323,-0.7411715388298035,352000,50.368296609999994,169,22000
2076,0.0007,22099,3.0405993461608887,450.03,-0.24271035194396973,0.13877087831497192,-0.699772834777832,353600,48.13732975,170,22100
2076,0.0007,22199,5.749942302703857,462.32,0.9921442866325378,0.2970968782901764,-0.3706708550453186,355200,44.80265383,171,22200
2077,0.0007,22299,1.8916980028152466,468.8,0.8902302384376526,-0.0359836220741272,-0.5508747696876526,356800,40.764623310000005,171,22300
2078,0.0007,22399,1.902896523475647,474.68,0.7258599996566772,-0.13409598171710968,-0.4770313799381256,358400,39.138492539999994,172,22400
2078,0.0007,22499,4.091399669647217,479.18,0.4509595036506653,0.12905608117580414,-0.6946796178817749,360000,36.93341481,173,22500
2079,0.0007,22599,9.670381546020508,490.9,0.33909332752227783,0.11945952475070953,-0.7015920281410217,361600,32.39875535000001,173,22600
2080,0.0007,22699,0.8429092764854431,501.88,0.7890172004699707,-0.04159306362271309,-0.46743908524513245,363200,28.23951531,174,22700
2081,0.0007,22799,6.206749439239502,498.15,0.4845060110092163,0.08245851844549179,-0.5868538022041321,364800,28.8185244,175,22800
2081,0.0007,22899,2.374664306640625,507.49,0.3174399137496948,0.038327544927597046,-0.414645254611969,366400,25.63846860000001,175,22900
2082,0.0007,22999,0.2269088327884674,512.13,0.9408705234527588,0.05168925225734711,-0.4741210341453552,368000,21.37891171,176,23000
2083,0.0007,23099,1.6014728546142578,523.16,0.7110118865966797,-0.1596851944923401,-0.4754832983016968,369600,16.541572830000003,177,23100
2084,0.0007,23199,2.881815195083618,530.55,-0.1750413179397583,-0.015711763873696327,-0.6886078715324402,371200,14.854081579999999,178,23200
2084,0.0007,23299,2.370133399963379,544.97,0.7865692377090454,0.02830629050731659,-0.5899048447608948,372800,15.074398750000002,178,23300
2085,0.0007,23399,1.8707225322723389,556.99,0.9010047912597656,-0.0700547993183136,-0.5212642550468445,374400,11.050980860000003,179,23400
2086,0.0007,23499,1.5970559120178223,562.78,0.9169744253158569,-0.25066402554512024,-0.6326240301132202,376000,3.8789194500000015,180,23500
2086,0.0007,23599,1.6460145711898804,569.56,0.4397415518760681,-0.09886795282363892,-0.6979242563247681,377600,-3.9126247499999987,180,23600
2087,0.0007,23699,8.963190078735352,576.77,-0.529188871383667,-0.13959118723869324,-0.7405698299407959,379200,-7.836164719999997,181,23700
2086,0.0007,23799,2.987839460372925,585.58,0.6490339636802673,0.10448470711708069,-0.5767943263053894,380800,-7.402184889999998,182,23800
2087,0.0007,23899,3.746567726135254,587.98,0.8195539116859436,-0.035989657044410706,-0.5781959891319275,382400,-15.35665762,183,23900
2087,0.0007,23999,4.839573383331299,581.57,0.03249424695968628,-0.1683422029018402,-0.6542760729789734,384000,-26.397001699999997,183,24000
2088,0.0007,24099,16.978342056274414,588.31,0.8066648244857788,0.11184056103229523,-0.5343095064163208,385600,-30.462888290000006,184,24100
2089,0.0007,24199,3.838447332382202,588.48,0.4548235535621643,-0.03364960104227066,-0.3356761336326599,387200,-36.04381446,185,24200
2089,0.0007,24299,4.714600563049316,599.58,0.8097356557846069,-0.06561778485774994,-0.6063153147697449,388800,-36.43564232,186,24300
2090,0.0007,24399,1.2680965662002563,597.11,0.40318089723587036,0.16773979365825653,-0.5903680920600891,390400,-45.35382598,186,24400
2091,0.0007,24499,3028.09912109375,594.98,-0.045163869857788086,0.00334567460231483,-0.01215702947229147,392000,-49.56947491999999,187,24500
2091,0.0007,24599,3.594538927078247,597.78,0.7446997165679932,0.0411418192088604,-0.2965884506702423,393600,-52.01114847000001,188,24600
2091,0.0007,24699,1.176988124847412,583.06,0.5148557424545288,-0.10548511147499084,-0.7499762773513794,395200,-55.663106989999996,188,24700
2083,0.0007,24799,0.3314015865325928,588.7,0.979266345500946,-0.4376147389411926,-0.6165346503257751,396800,-51.80169621,190,24800
2083,0.0007,24899,1429.1854248046875,598.65,0.7333701848983765,-0.035787057131528854,-0.5407103896141052,398400,-47.85219373000001,191,24900
2078,0.0007,24999,0.44046518206596375,605.66,0.9184268712997437,-0.22860616445541382,-0.45611658692359924,400000,-47.54826812000001,192,25000
2079,0.0007,25099,12.785584449768066,605.52,0.029083311557769775,0.09379842877388,-0.6249924302101135,401600,-47.82453508000001,193,25100
2080,0.0007,25199,0.40208640694618225,604.28,0.9444819688796997,-0.3688915967941284,-0.5375609397888184,403200,-50.35117373,193,25200
2081,0.0007,25299,13.710742950439453,606.83,-1.2410430908203125,0.048347681760787964,-0.5742719769477844,404800,-54.893693830000004,194,25300
2081,0.0007,25399,5.460030555725098,605.18,-0.8226639032363892,0.16193298995494843,-0.5621917843818665,406400,-59.13039301,195,25400
2082,0.0007,25499,0.63747239112854,606.74,0.5788860321044922,0.02775035798549652,-0.570171058177948,408000,-60.69442524,195,25500
2083,0.0007,25599,10.119154930114746,598.17,-1.9996652603149414,0.14815565943717957,-0.5645984411239624,409600,-55.705465380000014,196,25600
2083,0.0007,25699,2.927708387374878,584.98,0.3231769800186157,-0.11006321758031845,-0.7439127564430237,411200,-55.95752294,197,25700
2084,0.0007,25799,0.6688216924667358,570.5,0.8302667737007141,-0.1977214813232422,-0.6129769086837769,412800,-56.27634715,198,25800
2084,0.0007,25899,3.566411018371582,562.4,0.3234853744506836,0.021066928282380104,-0.6218095421791077,414400,-58.13604228,198,25900
2085,0.0007,25999,0.8479198217391968,545.03,0.7758255004882812,0.1517631858587265,-0.5523228645324707,416000,-61.04628222,199,26000
2085,0.0007,26099,4.552823543548584,529.81,-0.05191218852996826,-0.07310861349105835,-0.6489819884300232,417600,-62.50792647000002,200,26100
2086,0.0007,26199,1.7048767805099487,533.43,-0.6043814420700073,0.2551419734954834,-0.5910323262214661,419200,-63.10693029,200,26200
2086,0.0007,26299,4.505953311920166,533.21,0.6681060791015625,0.23317688703536987,-0.6985477209091187,420800,-68.40632271,201,26300
2087,0.0007,26399,2.798672914505005,539.92,-0.435899019241333,-0.13671736419200897,-0.7292493581771851,422400,-67.99053428,202,26400
2087,0.0007,26499,0.8357412219047546,526.61,0.000812232494354248,-0.0,-3.649807638339553e-07,424000,-68.61116429,203,26500
2088,0.0007,26599,8.10840129852295,517.97,-0.3670908212661743,0.06465313583612442,-0.573086142539978,425600,-69.30656541000002,203,26600
2088,0.0007,26699,0.6624004244804382,497.67,0.758025050163269,-0.049728550016880035,-0.6955480575561523,427200,-66.84598690000001,204,26700
2089,0.0007,26799,6.87951135635376,497.39,0.26863396167755127,-0.17848674952983856,-0.5127819776535034,428800,-68.65562508000001,205,26800
2090,0.0007,26899,4.016678810119629,498.25,0.023008525371551514,0.09026113897562027,-0.44978049397468567,430400,-73.17148488000001,205,26900
2090,0.0007,26999,4.552987098693848,492.95,-3.832092761993408,0.015480132773518562,-0.5500025749206543,432000,-72.72484499000001,206,27000
2091,0.0007,27099,1.2903684377670288,508.13,-0.24143648147583008,0.048174165189266205,-0.66233229637146,433600,-71.8332238,207,27100
2092,0.0007,27199,0.9274876117706299,516.68,0.6538454294204712,-0.2797999680042267,-0.4640299677848816,435200,-71.55249488,208,27200
2092,0.0007,27299,1.2771179676055908,516.67,0.6516717076301575,-0.3779582381248474,-0.47284242510795593,436800,-71.03521155000001,208,27300
2093,0.0007,27399,3.6531853675842285,525.7,-0.26087939739227295,-0.061511650681495667,-0.6476640701293945,438400,-71.81966051,209,27400
2093,0.0007,27499,3.4209985733032227,528.77,-0.17511701583862305,0.17887510359287262,-0.44981467723846436,440000,-71.61020237,210,27500
2094,0.0007,27599,8.880904197692871,544.65,-0.8362294435501099,0.637601375579834,-0.5671371817588806,441600,-72.10754933,210,27600
2094,0.0007,27699,7.043160438537598,543.93,-0.17439520359039307,0.25903749465942383,-0.4556688666343689,443200,-74.05556139000001,211,27700
2095,0.0007,27799,0.9480270743370056,553.56,0.5824888944625854,-0.43778830766677856,-0.5930356383323669,444800,-74.59779922999999,212,27800
2096,0.0007,27899,3.7020263671875,558.71,-0.6416611671447754,0.09859775751829147,-0.5424814820289612,446400,-74.82239571999999,212,27900
2096,0.0007,27999,43.84540939331055,566.86,0.3407607674598694,-0.12615323066711426,-0.354791522026062,448000,-75.6564889,213,28000
2097,0.0007,28099,7.106659412384033,572.68,-0.1737825870513916,-0.525053858757019,-0.42794281244277954,449600,-77.11316366,214,28100
2093,0.0007,28199,3.8987393379211426,579.77,-1.8400793075561523,0.06807982921600342,-0.4940217435359955,451200,-77.21934721000001,215,28200
2093,0.0007,28299,2.3098292350769043,588.06,-0.1639784574508667,-0.27808278799057007,-0.565944492816925,452800,-77.43464562,216,28300
2094,0.0007,28399,2.064673662185669,600.69,-1.5200610160827637,0.25192898511886597,-0.697478175163269,454400,-77.16108308000001,216,28400
2094,0.0007,28499,4.01801061630249,606.51,-0.2715986967086792,0.06419339776039124,-0.4682924449443817,456000,-79.41407422999998,217,28500
2095,0.0007,28599,2.870748281478882,617.3,0.3262171745300293,-0.077074334025383,-0.45212292671203613,457600,-84.83648052000001,218,28600
2096,0.0007,28699,0.8063539266586304,615.86,0.6803057193756104,-0.042460616677999496,-0.4716712534427643,459200,-86.27622087999998,219,28700
2096,0.0007,28799,6.027652740478516,605.92,0.3226240873336792,0.09271518886089325,-0.7431125044822693,460800,-95.92331594000001,219,28800
2097,0.0007,28899,6.7702317237854,609.23,0.6648669242858887,0.005553053691983223,-0.47759947180747986,462400,-95.98161963999999,220,28900
2097,0.0007,28999,1.6252714395523071,615.92,0.38219642639160156,-0.05779218673706055,-0.5199390053749084,464000,-95.29972347,221,29000
2098,0.0007,29099,10.444188117980957,621.75,-0.4564436674118042,-0.34707528352737427,-0.577426552772522,465600,-95.60070701,221,29100
2099,0.0007,29199,0.9159016609191895,628.07,0.5632171630859375,-0.22755198180675507,-0.4953300356864929,467200,-96.91025598,222,29200
2099,0.0007,29299,6.661779880523682,625.49,-0.5078945159912109,-0.007676136214286089,-0.6104276776313782,468800,-96.67926213999999,223,29300
2100,0.0007,29399,1.1119959354400635,617.8,0.6438868045806885,-0.23392531275749207,-0.5471570491790771,470400,-99.00174093000001,223,29400
2100,0.0007,29499,0.822565495967865,622.78,0.7955631017684937,-0.48011913895606995,-0.4407995343208313,472000,-101.16244604000002,224,29500
2101,0.0007,29599,1.5631221532821655,621.88,-0.4288414716720581,-0.08631382137537003,-0.4985620975494385,473600,-101.17648398,225,29600
2101,0.0007,29699,7.955925941467285,626.83,0.037124454975128174,0.05377291515469551,-0.5499836206436157,475200,-100.64979052999999,226,29700
2102,0.0007,29799,0.83607017993927,625.81,0.4136168360710144,0.038894571363925934,-0.469771146774292,476800,-103.31112632000003,226,29800
2102,0.0007,29899,9.307173728942871,633.48,0.6841878890991211,-0.1683644950389862,-0.45329999923706055,478400,-105.36919771000001,227,29900
2103,0.0007,29999,3.308357000350952,634.71,0.5871127843856812,-0.22011947631835938,-0.48946619033813477,480000,-104.6892748,228,30000
2103,0.0007,30099,15.301671981811523,644.4,0.11882239580154419,0.20855198800563812,-0.5827000141143799,481600,-106.64548277,228,30100
2104,0.0007,30199,2.0182714462280273,644.4,0.16177260875701904,-0.02501787059009075,-0.4130617380142212,483200,-106.93127813999997,229,30200
2104,0.0007,30299,2.6819300651550293,650.41,-1.3988256454467773,0.22141623497009277,-0.5246099829673767,484800,-104.79712806999999,230,30300
2105,0.0007,30399,9.7109956741333,638.17,0.6759532690048218,-0.055907636880874634,-0.6336857676506042,486400,-107.1538232,231,30400
2105,0.0007,30499,7.140100479125977,637.56,0.40731173753738403,0.06372219324111938,-0.5010746717453003,488000,-108.98214289999999,231,30500
2105,0.0007,30599,0.9375437498092651,640.63,0.7516314387321472,-0.32075175642967224,-0.45610347390174866,489600,-108.68898652000001,232,30600
2106,0.0007,30699,5.448503494262695,649.6,0.7949790954589844,-0.03285429626703262,-0.5222557783126831,491200,-110.78863227000002,233,30700
2106,0.0007,30799,5.5011820793151855,651.06,-0.8118487596511841,-0.16929373145103455,-0.48299703001976013,492800,-111.73152766000001,233,30800
2106,0.0007,30899,1.1829941272735596,648.45,0.7810815572738647,-0.36330267786979675,-0.5206027626991272,494400,-112.81110021999999,234,30900
2107,0.0007,30999,5.069830894470215,649.61,0.5136688351631165,0.18525493144989014,-0.7444825172424316,496000,-112.4084472,235,31000
2107,0.0007,31099,0.3250659108161926,657.48,0.9346931576728821,-0.12001042813062668,-0.5384191870689392,497600,-113.76227369,236,31100
2108,0.0007,31199,1.3856260776519775,654.12,0.5657751560211182,-0.39017409086227417,-0.45012468099594116,499200,-115.70640376000001,236,31200
2108,0.0007,31299,3.9060444831848145,646.8,-0.4341822862625122,-0.089996837079525,-0.44050508737564087,500800,-118.36810914999998,237,31300
